state,distance_to_left,distance_to_right,delta_left_lane,delta_right_lane
0,157.11432727752086,136.86502559041799,-0.6842285656040048,0.0038907677650939832
0,157.26339432579982,136.36269955987228,-0.45578038266241094,-0.3466178004740641
0,156.94777546532367,134.95332944257683,-0.4223308667969349,-1.2022430806236712
0,156.63962061983608,133.43837423558796,-0.6372646786351112,-0.5475897468353963
0,156.57425568425836,133.67045147301636,-0.7737596726629163,-0.6808107710046898
0,157.10978858504967,133.2079674526865,-0.5405840222702863,-0.410820113926664
0,157.94361696711303,132.03416434392454,-0.022433136128273645,-0.8107358530135969
0,158.80481633762477,130.23871440939854,0.6313561012725074,-1.6765091424944785
0,159.75926950053142,128.99086832008314,0.9861316227145579,-2.7089966141158883
0,160.75389708354476,128.24331399867026,1.276852180929012,-3.2334639496152064
0,162.02623687142224,128.7226678663852,1.5928833005286094,-2.2721263667768667
0,163.00589066107884,129.77296589768446,1.9130551760256993,-1.4115373207812467
0,164.2304279432361,130.32104534208904,2.3920327053538046,-0.8286225575100531
0,165.0587368401449,129.5893579539339,2.67973483149199,-1.5161273726637063
0,165.42983935563666,128.40057052760997,2.8381182349683285,-1.7441852800643076
0,165.49531437973113,127.73401875131108,2.3542045027333045,-1.7482031611362872
0,165.6674080730695,126.9868987976428,2.1139026596128616,-1.3079222633611323
0,165.81413148196637,127.83555406671586,1.9412274206773161,-0.3694391315742152
0,165.57950999933425,127.55294646270428,1.8120041166168703,-0.1297745424656796
0,166.3350682629604,126.17653674692694,1.4971565321169606,-0.5560078433209213
0,166.23358409139337,124.88346382736289,0.9931154898646639,-1.8823397418969734
0,166.02875888550756,123.22872172895914,0.8222785109276828,-2.4119680561128063
0,167.41270384571953,123.69536691327288,0.8524460058439957,-1.9533350132948086
0,168.11408700486703,124.7660016580904,1.03635771001737,-0.9496687460494015
0,170.21266982750012,125.24360024345953,1.6971003888385638,-0.5274301880670166
0,172.0789389925497,125.74344060082402,2.1828179950617397,-0.5579279447811686
0,172.61198285761054,125.5716241334796,2.4081358537715603,-0.5901023606226872
0,172.96067421865433,125.68308940743208,1.981842615947167,-0.547866496102742
0,173.56664317992255,124.00323704139545,2.2585038159464688,-1.1510826963957228
0,174.6423429860783,121.94019003563037,2.7278979704924895,-1.6863567636345238
0,175.30587824118746,120.29652165160762,3.1784364190140137,-1.563893367211287
0,176.31108457498448,118.08933547835277,2.8999196195026116,-1.1837372278217628
0,176.18785119570467,118.67007528828366,2.4456528666933566,-1.466660661872781
0,175.47859967772786,118.98316462559042,2.0447853797191753,-2.1647147063324055
0,175.79685371246057,118.4600959319739,1.2991796972074183,-2.221540591562986
0,176.13501774530715,118.59116844361694,1.0122921806115415,-2.034529440708911
1,176.70521176812622,116.37239708151718,1.1371393617552967,-2.83321666965776
1,177.72000470911908,115.15265286032047,1.7148440219208994,-3.663487600582786
1,178.21300120536972,114.12476680167619,1.5352914062832839,-3.312019824567854
1,179.238729852812,112.12779814259935,1.213555363098746,-2.2797953771363453
1,180.68317372276672,113.83146184832947,1.3843253582011072,-1.207065972124387
1,182.30182674126402,114.61176714869562,2.2525976782538635,-1.1031268365579365
1,184.7861340368404,114.98303167314802,3.1360497960440967,-0.8618805134096974
1,187.30321960849363,116.760273164832,3.7924851427733386,-0.5829280401284578
1,188.82091989732174,116.87648739673425,4.197654965633754,-0.44948205435739225
1,189.58368161716356,114.74792562866148,4.192750090542134,-1.165606516485863
1,189.31863532970263,111.4273037108951,3.451571248368367,-1.9507612773551557
1,188.48801587838017,107.49323908877437,2.8900631365333025,-3.013250134651048
1,187.7028385519863,102.34417106719332,2.614124355537837,-3.624423222168363
1,188.52391851863922,101.0262327053439,2.861456132242458,-3.6281953431392124
1,189.8419881594246,101.29459286760203,2.807892555327089,-3.901743361027671
1,192.16775716401932,101.86278654244612,3.040500366988789,-3.400604083357706
1,194.11203818037075,102.97892017545334,2.6304105466190864,-3.9854416463440616
1,195.86152435192434,101.68347077146099,2.6212522549515853,-4.644168708196645
1,197.2732472497391,100.21813990292915,2.2424513271919153,-5.465490116049902
1,197.86699650439934,97.8114999532308,2.623464664470961,-5.373529754452105
1,198.3571833289036,96.4781877804918,2.8225078489271964,-3.9343670611569808
1,197.76423170017765,95.49077709111666,2.950807642703623,-2.7818145097376843
1,198.597361108401,94.96290241106033,3.2869343948634766,-1.6434273083308213
1,199.24076479596957,95.23820436052584,3.294783975722706,-1.7090947202180105
1,201.40766120182732,93.87468045656118,3.7382907371692937,-2.101347226510252
1,203.91782074276915,94.04402121314382,3.2930240516376754,-2.9568131790053997
1,205.53906128309853,93.43540330160525,3.5710051250224497,-3.1456227199428257
1,206.7261934166375,92.22883435622609,3.0143823846468907,-2.522984321895625
1,207.09940435669756,93.00507871956779,2.968728148452746,-1.8590655681338801
1,207.38926473172188,92.82582355600942,2.5311221014755914,-1.133676988354719
2,207.89734655176238,90.1024319671768,3.041202788280691,-1.9140704791748646
2,209.67494096174468,87.29127236950701,3.8482032464903226,-2.9175617371949456
2,212.18249556875992,83.20972850556534,4.593874641667287,-4.566064571443329
2,214.60428173382746,78.66629528681693,4.860463587475246,-5.2121382925122814
2,216.48790619219162,77.23132933899353,4.3090170797995855,-5.291609037558058
2,216.98824249120622,75.99663553671874,3.6423181617215787,-5.435246445566991
2,216.02359799670623,74.17143552048351,2.642282551967213,-5.642888054408457
2,216.1451750018935,72.59122067999607,2.5959582254319344,-6.4098433159772314
2,215.7437259904557,70.91923996798829,2.5385770339280214,-6.906990267619821
2,216.44536980880727,69.65895992461206,3.0709455071126284,-6.996404785677237
2,218.99615896708292,69.56216281523231,3.3142148839930288,-6.00395024469425
2,220.46046626679643,69.68267946429,3.452439693949384,-4.618944977432234
2,221.43227975746555,68.77887931905714,2.616048678576135,-3.4125844896641624
2,223.85392990494472,68.02532112373775,2.3312798094313107,-3.036686790131108
2,224.97737482152098,67.37481514433941,2.3957922137040724,-2.903118760469101
2,225.8208756845589,66.37747350512325,3.2855792958081906,-2.694270115467141
2,228.47258107953297,65.81116538223887,3.8957826432599374,-2.5003028797303584
2,229.13436410883787,64.9336240862572,4.131168000477305,-2.1571197497650063
2,231.12449340145497,63.43254064706647,5.0150459007627175,-2.0501336761996414
2,233.0360267559269,61.97532372709371,4.942248841525355,-2.423616539176622
2,234.0131076861816,60.88960502259165,4.7068864881216514,-2.906287359291062
2,236.1240712860133,58.74814883769467,4.244303043764336,-3.5362522720344076
2,238.09354118352758,57.03859990405722,5.043287692339663,-3.672790963192263
2,240.59349451270555,55.38205218361679,5.631295196990232,-4.011900998168751
2,243.6317668889403,53.50976140610522,5.903201307402642,-4.078496603946602
2,246.3796175204622,51.25917704080373,5.8032952077008675,-4.8874590917622545
2,247.76884162033187,48.75703892536386,6.065966065554889,-5.437133969893877
2,248.96330440297393,45.44909105361191,6.101114487676935,-6.259692715933193
2,250.04149111227542,41.96403655519714,5.246503657369485,-6.6185796549665215
2,249.9249610040495,39.971758342404144,4.840364690630338,-6.8672346628880785
2,250.73556019327907,37.886321963875005,4.823370950739442,-6.844633980322425
2,253.6372530596904,36.70201034182507,5.539588112819606,-6.4907464775333
2,256.1245474582135,36.64454269228142,5.703332467994841,-5.974776385801016
2,259.3443294626072,35.574068679828585,5.6517176677520125,-5.589114840916702
2,262.86672878271446,34.411287252976464,5.512082998778243,-5.66556824322609
2,264.49781366249783,33.24234216200711,5.574464059759459,-5.539857544341625
2,266.11880463929964,30.911022172250618,5.542983695621297,-5.189989685531027
2,267.53284190592535,28.26770223425703,5.385547911422916,-4.82228070740715
2,267.4497321078318,26.254521133973043,5.228100940186556,-4.742640460197082
2,268.5861284420416,24.14103825044828,5.698945827369187,-4.733738879878676
2,271.82857216909156,21.576204480524048,6.5523734847657495,-4.841481151129459
2,275.0054760844126,20.11842298525245,6.969540723089213,-5.171909481546564
2,279.08365247298593,18.587651246577003,6.947275970898664,-5.6331090016965
2,282.704831990293,17.18103244448418,6.6059420481184645,-5.566906380676053
2,284.44976211497624,16.77241932491402,6.638297607781635,-5.263593379725385
2,285.94204615565593,15.60073826409881,6.363591714443499,-5.00579446242812
2,286.70707785384604,13.434997951669574,5.838384245642919,-5.266304195791159
2,286.8434600699596,11.561463267274899,5.696975980827432,-5.193854796243928
1,279.49267529408553,8.008650386924678,2.877781885019874,-5.5053001193814115
1,262.53568681356995,5.098744021906746,-4.2918942227637045,-5.632302465612314
1,242.08245151476922,3.243637147818882,-13.784311281699718,-5.916835542080372
1,221.88186397819595,1.9326463852272902,-20.369646136160675,-5.169817137434645
1,209.1876121680047,2.3313844715132324,-22.660457585583945,-4.390889137990307
1,203.03931650497313,3.416999633118638,-24.25965215516269,-3.8048886570764653
2,224.04334918945972,4.079594530706081,-16.697431609419713,-3.719654819753484
2,243.89545584842526,4.014443144870996,-9.229866137060466,-3.301828475100262
2,264.5770991619717,3.816421326283734,0.3537571317942536,-2.732706663598426
2,287.01334373101673,4.769538626384239,-0.02913352053320182,-1.444528595749554
2,284.8414338777525,6.808822519902765,2.2607079469393683,0.4349320811288761
2,284.09919129505903,8.875563142473819,8.247527132284887,2.0563298232809037
2,288.4708594040813,19.05484587757435,18.84116682309621,6.308546684660026
2,276.00353947939317,19.969073383094536,19.48003324647886,6.249973350206109
2,272.768589818809,22.372937222177747,19.067697214665447,6.9408255331678514
2,268.66990991328953,26.61865010690279,15.944401339886614,5.0125065208923765
2,248.3249985341933,22.930027878695277,6.90515636051077,6.634149224708807
2,238.1962566824925,20.30100838022154,-8.23203748021596,4.74797834408052
2,218.7695068928109,18.443360692151817,-25.507577056325434,3.5109410900014253
2,199.0701035763691,14.495179464162039,-28.94555445986588,1.3625895168078188
1,186.8572275279339,29.295793217234504,-30.008846513043572,9.114311409501287
0,175.40267411871457,61.384489279515996,-33.38760744308941,19.900773052550157
0,165.7973338111375,89.8075700240295,-39.39969123164387,27.92177441347237
0,154.92869466667952,119.28337909871561,-38.18180984502387,32.093523524123555
0,147.91258367380837,129.26082598474142,-36.472642100506036,30.86589645970988
0,147.96052785227292,127.9827180839914,-32.60195003031853,32.14531058480354
0,143.34124636695563,134.39725458026788,-32.96325417345351,32.782942807852976
0,140.0434596165247,143.75079867271506,-27.50052621341074,38.7182841360955
0,135.220296368515,154.57894770199124,-21.60857348581778,44.774504072810196
0,129.64707216009057,170.1471184482176,-18.377661729934868,49.81919549779673
0,129.1653678472393,176.36647810462034,-16.778879219344212,42.23130064580991
0,129.17772621582114,179.0457521447583,-12.570821164849761,31.32855447825666
0,131.2310216054044,174.00565906278976,-7.665885801599609,16.192964094692076
0,134.45604199062421,164.85414009538061,-3.4899789280791738,9.219225941508375
0,136.5517538094589,157.7660870155659,-2.833232003926639,6.568899912042772
0,140.35050954180667,145.32506835843873,-1.788303606743017,4.586258972531499
0,143.62797672674512,139.3298173915134,0.637867412738322,-0.06231517947571348
0,146.50647377431068,132.7777428660982,3.639558680775022,-6.572100793468152
0,146.8999848941533,134.96673009168148,4.88265073051519,-8.212927241860065
0,145.49031564927225,146.83740029088838,4.434301645013858,-6.710653414898393
0,142.95757613810662,159.42359887813177,3.569545065970857,-2.4502445474244055
0,139.20538722520035,173.5036567281037,2.9787476742713834,-0.9440519160060987
0,138.4231816873969,176.2968846653798,1.4222173676395102,2.0274502621076325
0,137.65053031456435,175.45812477532263,0.19521365824299436,4.308092147673847
0,136.7692193312898,179.2684034497825,-0.35453312904844836,8.367520192924086
1,136.99905692103994,183.76114114727574,-1.2386974068323013,13.513886958492696
1,136.8700747597921,191.26091918539606,-2.5587387487177606,18.5582971076839
0,138.16266434802958,192.2261991188299,-3.229296321001814,19.48654807507986
0,140.05185047997435,184.58273226914875,-1.75320584641334,12.839491948376196
0,142.50359822693576,174.8120187169672,0.26977641101431404,3.93129361137114
0,146.96590092146508,157.19828256353986,2.382114935138034,-6.1112119192455365
0,147.84535713834111,150.44567868871994,2.9659454099260727,-9.58304401166055
0,148.33785723451763,148.70825654222404,3.4073513413695395,-9.385806671317633
0,149.4210931916492,146.12513533122487,3.3746716485048807,-6.911775640431185
0,149.0044828256769,147.05697907135058,3.820232367636558,-9.772590454864803
0,150.11802926536404,143.0289177625443,4.24766412880742,-14.84048211629082
0,150.736656426163,144.13690281758474,4.2457588570839615,-16.502217440803072
0,152.15619715348282,144.74281696202138,4.077979372931336,-13.02055875178181
0,152.99147054528373,149.9247626948687,3.7484914560306803,-7.342888930684262
0,153.51869065437205,156.89206063080493,3.107068433233573,-3.158858803631193
0,153.63456437951282,159.52840797274382,1.315811118121789,3.4231855856019022
0,152.1167712440651,164.21781062358855,0.6106969890971754,6.35148185187766
0,150.9149513425029,165.61412378879277,0.3732921282502815,6.587441202408149
0,150.50877986373996,167.05613085513764,0.8746777188507793,4.281489242252332
0,151.05975775576505,166.52625280265346,0.4293554478674565,5.70204230417562
0,152.02922873995428,164.2764322798667,0.3443391357391647,8.088140760179112
0,153.5946702582584,161.5163373388428,1.0814229922521321,5.166816801346258
0,155.3040258644546,156.54682436517504,1.311699231204227,1.2153827109926396
0,157.1013627360066,152.06434771382945,1.30883253432049,-1.9411294951690308
0,158.97509397384547,148.54641944494531,1.3836949306903734,-2.201889522667938
0,160.01787466957296,148.64499893047923,2.3756156238874637,-3.9081497768210256
0,160.9722951639012,146.2232825026332,3.2099519228495383,-6.838262544973799
0,161.79055372035467,142.0918560994169,3.476512157671826,-8.01178009657555
0,162.1143260937348,138.92797045760156,3.472589306664253,-9.099790064776542
0,162.6877350069867,134.4430385947763,3.4845969564416834,-9.54362421158975
0,163.61985555442033,133.8640907810705,3.495961697495255,-9.594292068741913
0,164.1299276708891,134.75795732704162,3.0483966307261765,-7.463867942281587
0,165.77590325263557,137.21522458339373,3.0101493614479806,-3.9991442943382083
0,166.9297665672761,142.26831086219457,2.7797077631630573,-1.29710235272523
0,167.732450542021,146.54890568099017,2.7848013597131938,0.31005443039649094
0,168.53837100109857,151.1170176301424,2.2678442080640364,1.2575794502961997
0,167.8413463502257,151.30374649585917,1.8264083034699639,1.9514560436061317
0,167.46262561857273,150.67301216468496,1.5455938951800703,2.9343655789640595
0,166.59906903908967,147.51949527340665,1.1705000052448953,2.757856876853259
0,166.58389180482573,145.52712322876096,1.0786864526698423,3.6590277065996704
0,167.01585206035375,145.67869165581342,0.9159781465560997,3.2448339673960644
1,167.1748947270497,144.24418528866238,0.9696835395023526,3.2922468372903326
1,168.56876230533777,145.27618842587142,0.7291809071901838,1.5486085602504773
1,169.28314222356357,144.7685562799181,0.6616381128114796,-0.06671447620807384
0,169.88677796676345,143.41281495162775,0.5597222939888326,-1.8040935089972152
0,172.31865306944985,141.68036003565408,1.364652745761981,-3.7068017374960816
0,173.91969269191065,139.14251525865228,2.219169181349173,-4.315982101721699
0,176.02825831362145,136.7843644998306,3.2261602209339997,-4.367737250404846
0,177.58865183842929,136.5974536570672,3.443442586384171,-2.3982471177376623
0,177.3614027723328,137.46867736901106,3.2443185960908436,-2.0656875865132918
0,177.37405840197204,136.92066800244768,2.9361986399770017,-2.2637324971262442
0,177.63910779527583,134.16518778678187,3.0160123284886167,-4.030519604621256
0,178.23280179847066,130.41453778702777,2.9980539966344764,-5.119529029375163
0,179.38693773478718,129.4829088924241,3.142554263932959,-4.676737080164601
0,179.74299263949166,132.03600411600922,2.692999281777824,-2.7828578306214595
0,179.33913135077165,136.61690912109725,1.9585878437641782,-0.11123971490651456
0,179.0130826008506,141.04121134851079,0.9938917557210146,1.7542083615658413
0,177.58657698500346,140.77119895679655,-0.17660413660553048,1.4687210368691865
0,176.56377826009964,139.4706683577447,-0.5251414620827575,0.3918084154722635
0,174.95509743555044,137.62527178165243,-1.0412902545247449,-0.8080803857933574
0,173.91978979869202,136.30454205142894,-1.011143154143781,-0.08697580162803717
0,173.50024155091361,137.10707582080096,-1.4222012030185511,1.4961903702058237
0,172.66197908938796,138.41763721286088,-1.7909484110028842,3.530410420748963
0,173.30100766491722,138.57100107368368,-2.093954841160729,3.0736068671179693
0,173.5385257219077,138.53313113714046,-1.8373834234324762,1.335119793216829
0,174.85413141089316,137.70260269900234,-0.9878720953368685,-1.2707719689653856
0,176.05603819590644,136.46271589797541,-0.5393941450325628,-1.9362246319690144
0,176.11673953785908,136.56680569033566,-0.20010305298489187,-1.2070012479188847
0,176.77580498426232,135.95353476677553,0.041427242183991096,-0.5060110743328778
0,176.21814784558524,135.66780535240588,0.7001658306547143,-0.22236036044986918
0,176.4282188426754,134.8597144314695,1.0519124514185165,-0.8323983733684258
0,177.5263836397211,134.21288832521094,1.325543092873022,-0.9578228097672365
0,177.50374645207123,135.84883971267698,1.4729140232433735,-0.7505435027078107
0,178.04685692072758,137.87400899698972,1.5951339153855202,0.07677385685631748
0,180.08173099843947,139.16951447146255,2.0587377265082383,0.5798299585964116
0,180.74364238026973,140.2152254991346,1.7446405355503487,1.0747453103592164
0,181.92773226086092,139.5334081767761,1.9232519469010327,0.7565302394900556
0,182.14695910211813,136.35413543405272,1.3899396304764338,-0.26284757938568076
0,179.74327473985187,133.28873618553303,0.889921240993442,-1.4911385939534854
0,178.24299269383135,130.86732637565927,0.20590084886699458,-2.0737231918597074
1,176.8393341743729,133.1729772902579,-0.3243897461235889,0.16690348551857426
0,175.4654427999371,136.07223453517804,-0.6214246076729892,1.546810337098171
0,175.05347686267478,139.29721211675133,-0.9001245340635791,1.808401958374884
0,173.06620854842856,143.61514385755467,-1.9508046327316066,0.8974256088509207
0,173.9245372284396,141.45343209185148,-1.9628909182099505,0.3367320496873106
0,174.81613343044157,141.79401203940017,-2.012320351845682,0.7989759915746646
0,175.34436092122297,140.8718317494677,-1.5412137209991612,0.04731744322554334
0,176.99828397231462,138.6896243232489,-1.5473971766530696,0.918054116373807
0,175.7103785541635,138.37905020072836,-1.2050458125540415,1.7413430396592218
0,175.37691127404483,140.52352882439104,-0.5254043839051121,4.1260875419907395
0,175.74543517688545,140.94790837153633,0.08069673192727862,2.223094320058462
0,176.39442844901725,141.44796275743252,0.4373555572543353,1.0322197991974633
